CLT_ID,NAME,Group ID,STATUS,SALES,COLL,LIST_AMT,PAID_AMT,AMOUNT,AGE,SM ,MED,LG,CC,FEE_AMT,AMOUNT_EARNED_US,AMOUNT_EARNED_CLT,TOTAL_AMOUNT_EARNED,ATTORNEY_FEES,COURT_COSTS,ES1,ES2,ES3,ESF
939,Arkansas Specialty Orthopaedic Center II,,I,5,D22,"$198,098.85 ","$81,807.61 ","$30,065.33 ",264,0,55,301,,"$6,780.86 ","$13,487.82 ","$10,174.80 ","$23,662.62 ",4706.84,1597.52,,,,
941,Dr. Chad Price Orthopedic Surgery,,I,11,K33,$0.00 ,$573.96 ,$194.77 ,0,0,0,0,,,,,,,,,,,
942,OBGYN Associates of Cookeville,942-943-945-946-954-1009-1040,A,11,K33,"$73,995.74 ","$28,038.87 ","$7,074.41 ",466,109,148,204,,,,,,,,,,,
947,Anesthesia Solutions of Mobile,,A,5,D20,"$855,667.16 ","$64,359.60 ","$19,277.86 ",197,40,0,0,2082,$919.18 ,"$2,909.26 ","$2,533.21 ","$5,442.47 ",351.12,723.15,,,,
948,"Silver Dollar Sales, Inc.",,I,5,K33,$0.00 ,$650.57 ,$241.49 ,0,0,0,0,,,,,,,,,,,
949,Corinth Surgical/ Dr. Edmonson,,A,5,K32,"$120,939.42 ","$12,170.15 ","$4,665.74 ",284,3,37,136,,$734.01 ,"$2,187.19 ","$2,373.50 ","$4,560.69 ",283.01,64,,,,
950,"Delta Capital Resources, LLC",,I,5,K40,$0.00 ,$20.61 ,$8.25 ,0,0,0,0,,$0.00 ,$2.21 ,$3.31 ,$5.52 ,,,,,,
953,Acute Care & Family Clinic of Tupelo Inc,,C,5,K33,$0.00 ,$445.23 ,$166.06 ,0,0,0,0,,$0.00 ,$78.68 ,$118.02 ,$196.70 ,,,,,,
955,OCH Center for Pain Management GRP,"955,966",A,5,K31,$0.00 ,$255.48 ,$79.21 ,0,0,0,0,,$0.00 ,$52.43 ,$116.70 ,$169.13 ,,,,,,
956,OCH - Parsons' Family Medical Clinic,,A,5,K31,"$62,722.25 ","$3,189.40 ","$1,269.77 ",558,0,1,51,,$276.21 ,$683.69 ,$615.14 ,"$1,298.83 ",162.21,114,,,,
957,OCH Professional Services GRP,"957,967",A,5,K31,"$32,766.22 ","$6,518.08 ","$3,061.35 ",650,0,59,68,,"$1,175.69 ","$1,974.17 ","$1,223.87 ","$3,198.04 ",666.97,638,,,,
958,OCH Center for Breast Health,,A,5,K31,"$12,805.91 ","$14,626.31 ","$6,169.13 ",995,0,8,16,,"$1,849.30 ","$3,511.91 ","$2,676.18 ","$6,188.09 ",1334.23,443.07,,,,
959,OCH General Surgery Associates,,A,5,K31,$0.00 ,$50.00 ,$15.50 ,0,0,0,0,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,
960,U. S. Community Credit Union,,A,11,K30,"$87,930.93 ","$13,877.75 ","$4,909.48 ",108,2,32,166,,$683.50 ,"$1,507.88 ","$1,236.59 ","$2,744.47 ",,517.59,,,,
962,"Partridge Propane, Inc.",,A,5,K33,"$3,361.54 ","$1,223.25 ",$456.43 ,327,0,0,0,10,$65.00 ,$87.00 ,$33.00 ,$120.00 ,,65,,,,
963,"Partridge Propane, Inc.",,A,5,K33,$0.00 ,"$1,441.66 ",$528.81 ,0,0,0,0,0,$0.00 ,$150.16 ,$225.23 ,$375.39 ,,,,,,
964,Comprehensive Pain Management,,A,5,K35,"$232,886.58 ","$44,711.94 ","$16,460.79 ",237,20,223,383,,$735.72 ,"$2,048.70 ","$2,072.64 ","$4,121.34 ",593.72,142,,,,
965,The Jackson Clinic GRP,965-1015,A,11,K25,"$3,706.50 ","$179,933.50 ","$50,030.07 ",345,0,0,1,,"$13,958.70 ","$22,924.72 ","$28,107.12 ","$51,031.84 ",5107.79,3528.26,,,,
971,Anesthesia Group East,,A,5,S02,"$587,031.32 ","$41,354.63 ","$14,395.20 ",268,246,35,45,1497,$552.51 ,"$1,827.63 ","$1,617.28 ","$3,444.91 ",186.05,366.46,,,,
973,Comprehensive Pain Center of Jackson,,A,5,C30,"$93,412.49 ","$9,752.29 ","$4,217.98 ",519,0,42,164,,$984.91 ,"$1,593.82 ",$913.35 ,"$2,507.17 ",605.91,304,,,,
974,Medical Arts Surgical,,A,5,S04,"$1,007,728.12 ","$64,666.05 ","$27,636.89 ",251,0,0,667,,"$7,329.29 ","$15,566.53 ","$12,523.05 ","$28,089.58 ",3857.96,3262.13,,,,
977,Starkville Orthopedics,,A,5,S05,"$48,900.78 ","$11,532.93 ","$4,730.11 ",392,0,28,108,,"$1,298.79 ","$2,588.68 ","$2,002.27 ","$4,590.95 ",752.79,426,,,,
978,Mississippi Bone and Joint Clinic,,A,5,S05,"$170,152.42 ","$19,000.27 ","$7,508.84 ",529,3,28,128,,"$1,769.06 ","$4,016.80 ","$3,427.34 ","$7,444.14 ",1171.69,330,,,,
979,Starkville Orthopedics,,A,5,S05,"$75,262.92 ","$13,618.95 ","$4,909.88 ",363,0,21,91,,$621.16 ,"$1,844.24 ","$1,834.60 ","$3,678.84 ",363.02,228,,,,
980,Upper Cumberland Urology Associates,,A,11,S06,"$16,853.12 ","$12,936.47 ","$5,392.11 ",264,30,15,27,,$643.00 ,"$1,530.56 ","$1,331.34 ","$2,861.90 ",6.25,650.5,,,,
981,Starkville Internal Medicine,,A,5,K33,"$38,036.86 ","$1,669.51 ",$603.47 ,909,0,0,0,92,$75.88 ,$85.53 ,$14.47 ,$100.00 ,11.88,64,,,,
982,Marion Regional Medical Ctr - Physicians,,A,5,K25,"$1,804,527.70 ","$85,686.85 ","$22,643.36 ",286,579,0,0,6548,$196.20 ,"$2,375.55 ","$4,808.12 ","$7,183.67 ",138.2,50,,,,
983,Cardiothoracic Surgery Clinic - 2,,A,5,K15,$0.00 ,"$2,776.64 ",$416.50 ,0,0,0,0,,,,,,,,,,,
984,Urology Professional Association GRP,"984,989",A,5,D23,"$1,315,771.36 ","$202,408.96 ","$63,076.28 ",144,959,1155,1432,,"$10,372.91 ","$22,390.34 ","$20,305.21 ","$42,695.55 ",6534.41,3211.25,,,,
985,Mississippi Premier Plastic Surgery,,A,5,S07,"$39,418.49 ","$7,266.41 ","$3,209.09 ",312,0,6,46,,"$1,060.01 ","$2,148.87 ","$1,821.35 ","$3,970.22 ",452.51,425,,,,
986,Express Care of New Albany,,I,5,K33,$0.00 ,$105.00 ,$37.33 ,0,0,0,0,0,,,,,,,,,,
987,Diabetes Care Group,,A,5,S08,"$13,574.29 ","$1,381.41 ",$633.02 ,291,8,22,15,37,$195.00 ,$319.00 ,$186.00 ,$505.00 ,,195,,,,
991,The Eye Group of Mississippi GRP,"991, 992, 993, 994, 1056",A,5,R30,"$9,134.05 ","$1,291.86 ",$476.09 ,241,8,10,13,117,,,,,,,,,,
995,Cornerstone Primary Care,,A,11,S08,"$5,777.57 ","$1,063.36 ",$392.97 ,314,2,0,0,55,,,,,,,,,,
998,"KNS Medical, Inc. GRP","99,810,011,002",A,5,K32,"$20,230.12 ",$984.80 ,$320.58 ,668,0,1,32,,,,,,,,,,,
1003,Cole Chiropractic Clinic - 2,,C,11,K40,$0.00 ,"$2,821.18 ","$1,524.69 ",0,0,0,0,0,$660.37 ,"$1,524.69 ","$1,296.49 ","$2,821.18 ",450.87,94,,,,
1004,Dr. David A. West,,A,11,S10,"$38,505.05 ","$4,556.00 ","$1,538.62 ",195,22,68,89,,,,,,,,,,,
1005,Soma Plastic Surgery & Hand Clinic,,I,5,S11,"$9,612.25 ","$1,243.57 ",$418.68 ,326,0,1,5,17,,,,,,,,,,
1006,Tupelo Eye Center,,A,5,K33,$0.00 ,"$4,974.81 ","$1,667.45 ",0,0,0,0,,$0.00 ,$144.89 ,$269.77 ,$414.66 ,,,,,,
1007,North MS Pediatrics,,A,5,K30,"$140,693.58 ","$42,759.39 ","$15,450.15 ",338,1,357,457,,"$2,243.48 ","$4,595.90 ","$4,026.59 ","$8,622.49 ",1247.06,1026,,,,
1010,Memphis Judo & Jiu Jitsu,,A,5,K00,"$113,481.18 ","$4,962.75 ","$1,234.78 ",843,0,0,0,181,$134.50 ,$312.50 ,$267.00 ,$579.50 ,,134.5,,,,
1014,Acute Care & Family Clinic of Mooreville,,A,5,K33,"$12,046.37 ","$4,408.79 ","$1,516.56 ",245,0,10,16,52,$0.00 ,$91.97 ,$186.71 ,$278.68 ,,,,,,
1017,Accent Plastic & Reconstructive Surgery,,A,5,K30,"$31,925.61 ",$541.09 ,$167.92 ,195,2,8,14,42,,,,,,,,,,
1018,OCH Pulmonology DBA Holliday,,A,5,S08,"$3,542.86 ",$64.80 ,$22.68 ,1144,0,0,0,7,,,,,,,,,,
1019,Center for Digestive Health - Tupelo,,A,5,S12,"$403,996.73 ","$102,588.74 ","$37,616.65 ",263,3,384,723,,"$5,626.45 ","$14,245.08 ","$13,872.02 ","$28,117.10 ",2946.45,1717.5,,,,
1020,Golden Triangle Urology Group,,A,5,S09,"$23,379.40 ","$15,175.66 ","$6,634.54 ",351,28,65,56,,"$1,663.83 ","$2,993.43 ","$1,994.40 ","$4,987.83 ",1167.04,592,,,,
1021,"Pediatric Nephrology of Alabama, P.C.",,A,5,S13,"$3,421.57 ",$500.00 ,$180.19 ,344,0,0,0,11,,,,,,,,,,
1023,Mid-South Propane,,I,5,S14,$0.00 ,"$1,831.73 ",$596.58 ,0,0,0,0,,,,,,,,,,,
1025,Cardiology Consultants of Oxford,,I,5,S15,$0.00 ,$392.53 ,$259.86 ,0,0,0,0,0,$171.41 ,$259.86 ,$132.67 ,$392.53 ,142.75,62.5,,,,
1026,Cotton Plant Clinic,,C,5,S16,"$1,584.55 ","$1,493.34 ",$480.69 ,177,0,0,0,18,,,,,,,,,,
1028,Oxford Orthopaedics & Sports Medicine,,A,5,S17,"$132,371.13 ","$15,415.32 ","$6,545.84 ",151,1,48,189,,"$2,323.94 ","$4,170.48 ","$2,895.83 ","$7,066.31 ",1458.21,682.07,,,,
1034,"Wilbanks Wee Con-du-it Electric, Inc.",,I,5,K33,$160.50 ,$90.95 ,$30.01 ,99,0,0,1,,,,,,,,,,,
1035,Decatur Neurology,,A,5,K27,"$23,684.00 ","$2,151.06 ",$586.62 ,225,3,0,0,127,,,,,,,,,,
1036,Trinity Health Clinic,,A,5,S08,"$35,681.11 ","$7,393.50 ","$2,660.80 ",611,5,0,0,156,$0.00 ,$193.05 ,$358.52 ,$551.57 ,,,,,,
1037,"Merit Health Care, P.C.",,I,5,S20,"$20,320.48 ","$2,002.26 ",$716.37 ,620,6,0,0,69,,,,,,,,,,
1042,Starkville Physical Therapy,,A,5,K30,"$2,956.39 ","$4,022.00 ","$2,122.82 ",490,0,0,8,,$956.97 ,"$1,740.75 ","$1,175.69 ","$2,916.44 ",661.97,295,,,,
1043,"Benny J. Green, M.D.",,A,5,S22,"$36,304.78 ","$1,924.62 ",$626.87 ,366,0,1,79,,,,,,,,,,,
1044,M & R Associates,,A,5,K30,"$4,050.00 ",$0.00 ,$0.00 ,227,0,0,1,,,,,,,,,,,
1046,Girl Scouts Heart of the South,,A,5,K30,"$71,605.67 ","$10,079.34 ","$4,265.59 ",286,0,0,0,89,$823.00 ,"$3,396.14 ","$3,859.72 ","$7,255.86 ",379.5,443.5,,,,
1047,Women's Specialty Center GRP,1047-1048-1049-1050,A,5,S24,"$123,934.21 ","$40,944.67 ","$14,131.06 ",259,5,12,269,0,$410.83 ,"$1,015.78 ",$907.42 ,"$1,923.20 ",168.33,230,,,,
1051,Woodstock Family Medicine,,A,5,K35,"$10,311.37 ",$203.01 ,$73.66 ,689,2,77,29,,,,,,,,,,,
1052,"Threlkeld, Threlkeld & Omer",,I,5,S26,"$76,271.64 ","$1,474.39 ",$365.82 ,508,0,37,129,,,,,,,,,,,
1053,"Decatur Gastroenterology Associates, PC",,A,5,S25,"$114,177.74 ","$8,628.67 ","$3,016.15 ",489,44,159,215,,,,,,,,,,,
1055,Hartselle Urgent Care,,A,5,K27,"$37,909.94 ","$5,064.95 ","$1,425.90 ",231,0,0,0,316,,,,,,,,,,
1059,Columbus Urology Group,,A,5,S09,"$14,860.73 ",$729.13 ,$268.20 ,389,19,46,29,,,,,,,,,,,
1060,"Paul Wesley Barrett, CFNP",,I,5,S09,$948.00 ,$270.40 ,$105.09 ,193,7,2,3,,$0.00 ,$83.60 ,$125.40 ,$209.00 ,,,,,,
1061,Salient Hospitalists,,A,5,K27,"$63,627.30 ",$187.97 ,$56.60 ,173,2,0,0,124,,,,,,,,,,
1063,Seale Harris Clinic,,A,5,S29,"$140,166.98 ","$24,258.82 ","$5,243.34 ",193,0,0,0,435,$86.96 ,$112.18 ,$37.82 ,$150.00 ,,86.96,,,,
1066,Golden Triangle Pathology,,A,5,K30,"$156,831.03 ","$9,435.47 ","$3,148.15 ",222,22,428,434,,$76.55 ,$87.10 ,$12.90 ,$100.00 ,11.55,65,,,,
1068,Jackson Oncology Associates,,A,5,S33,"$17,666.56 ",$0.00 ,$0.00 ,778,1,19,34,,,,,,,,,,,
1069,University Orthopaedic Clinic,,A,5,S34,"$456,636.03 ","$18,631.46 ","$5,367.57 ",232,124,396,641,,,,,,,,,,,
1071,Gardendale Surgical Center,,A,5,S35,"$21,636.86 ","$2,118.81 ",$582.65 ,179,0,0,0,80,,,,,,,,,,
1072,Alabama Digestive Health and Endoscopy,,A,5,S35,"$8,725.38 ",$0.00 ,$0.00 ,216,0,0,0,30,,,,,,,,,,
1073,Moore Orthopaedic Surgery Center,,A,5,S35,"$15,195.75 ",$834.88 ,$241.19 ,257,0,0,0,33,,,,,,,,,,
1075,The Clinic of Plastic Surgery,,A,5,S36,"$7,988.80 ",$0.00 ,$0.00 ,907,0,3,3,,,,,,,,,,,
1079,North Atlanta RV Rentals,,A,5,K40,"$28,217.82 ",$0.00 ,$0.00 ,381,0,0,5,,,,,,,,,,,
1084,Tupelo Physical Therapy,,A,5,S03,$0.00 ,"$3,198.03 ","$1,749.98 ",0,0,0,0,,$862.73 ,"$1,633.99 ","$1,226.77 ","$2,860.76 ",451.32,278,,,,
1175,Tippah County Hospital,,C,5,K30,$0.00 ,$641.44 ,$258.74 ,0,0,0,0,,$0.00 ,$221.04 ,$294.70 ,$515.74 ,,,,,,
1203,"Mac's Tire Center, Inc.",,A,1,K33,"$2,706.27 ",$0.00 ,$0.00 ,223,0,0,5,,,,,,,,,,,
1500,"North Mississippi Medical Center, Inc.",,A,5,H24,"$5,421,327.57 ","$116,696.45 ","$37,664.80 ",454,118,450,3666,,"$7,316.49 ","$14,067.80 ","$10,233.64 ","$24,301.44 ",3284.16,2473.73,,,,
1536,Mayo Eye Center,,A,1,K30,"$7,050.04 ","$1,775.17 ",$520.74 ,192,2,16,15,,$0.00 ,$31.50 ,$73.50 ,$105.00 ,,,,,,
1634,"William Everitt,  DDS",,A,5,K35,"$59,437.66 ","$10,669.98 ","$3,840.91 ",449,1,57,123,,$0.00 ,$59.69 ,$72.97 ,$132.66 ,,,,,,
1640,Dr. William Barr  Orthopaedic Surgeon,,C,1,K30,$0.00 ,$30.00 ,$9.00 ,0,0,0,0,,,,,,,,,,,
2004,Midsouth Pathology,,C,5,K29,$0.00 ,"$1,923.21 ",$566.25 ,0,0,0,0,,,,,,,,,,,
3000,Inergy LP GRP,3000-3090,A,5,ILP,"$323,945.49 ","$161,853.21 ","$40,640.38 ",144,0,79,975,,858.54,3362.57,4153.27,7515.84,413.64,383.25,,,,
3101,Rural Gas #011 - GRP,3101-3131,A,5,ILP,"$44,441.40 ","$29,145.94 ","$5,910.32 ",103,1,1,54,,,,,,,,,,,
3202,"Lampton-Love, Inc. GRP",3202-3225,A,5,LLR,"$24,064.12 ",$481.37 ,$171.08 ,404,0,6,15,5,,,,,,,,,,
4002,Highlands Medical Center,,C,1,D33,$0.00 ,"$7,340.94 ","$4,336.50 ",0,0,0,0,,"$1,878.28 ","$4,336.50 ","$3,004.44 ","$7,340.94 ",1691.69,95.75,,,,
5000,Helen Keller Hospital,,C,5,K26,$0.00 ,$300.00 ,$75.00 ,0,0,0,0,,,,,,,,,,,
5003,Professional Medical Services,,C,5,K28,$0.00 ,$21.45 ,$6.22 ,0,0,0,0,,,,,,,,,,,
5004,Dr.'s Boger and Solomon,,A,1,K27,"$1,843.83 ",$652.18 ,$176.09 ,555,0,0,0,6,,,,,,,,,,
5013,Cullman Reg Orthopedic & Sports Medicine,,A,1,K27,"$132,915.55 ","$10,816.03 ","$3,080.95 ",722,0,0,0,344,$60.00 ,$137.53 ,$166.30 ,$303.83 ,,60,,,,
5023,Cullman Urgent Care Center,,A,1,K27,"$14,290.19 ","$1,876.64 ",$463.57 ,314,0,0,0,89,,,,,,,,,,
5028,Seidel Plastic Surgery,,A,1,K27,"$4,986.73 ",$782.45 ,$224.56 ,319,0,0,0,15,$0.00 ,$3.86 ,$10.44 ,$14.30 ,,,,,,
5030,"Charles T. Prickett, MD",,A,1,K27,$681.05 ,$325.00 ,$87.75 ,317,2,0,0,8,,,,,,,,,,
5033,Decatur Internal Medicine,,A,1,K27,"$4,610.78 ","$2,445.63 ",$660.31 ,221,0,0,0,25,,,,,,,,,,
5045,"North Central Neurology, P C",,A,1,K27,"$5,196.69 ",$671.77 ,$294.38 ,591,0,0,0,33,$45.30 ,$282.28 ,$355.49 ,$637.77 ,,45.3,,,,
5046,"Edward H. Fisher, III, M.D.",,C,5,K30,$0.00 ,$740.06 ,$434.79 ,0,0,0,0,0,$185.02 ,$434.79 ,$305.27 ,$740.06 ,185.02,,,,,
5053,Cullman Physical Medicine,,A,1,K27,"$14,707.80 ",$358.54 ,$94.58 ,198,0,0,0,53,,,,,,,,,,
5055,Cullman Heart and Urgent Care P C,,A,5,K33,"$12,658.81 ","$5,972.44 ","$2,572.38 ",323,1,0,0,72,$588.97 ,"$1,113.45 ",$641.09 ,"$1,754.54 ",510.36,41.11,,,,
5056,Tuckier Surgical Clinic,,A,1,K27,"$8,712.46 ",$20.00 ,$4.25 ,229,1,0,0,31,,,,,,,,,,
5064,Surgical Associates of North Alabama,,A,5,K29,"$189,948.31 ","$13,574.97 ","$6,327.82 ",219,0,0,0,187,"$1,965.76 ","$5,451.26 ","$5,228.35 ","$10,679.61 ",791.24,1107.02,,,,
5072,Susan Winchester M D,,A,5,K00,"$11,520.18 ","$2,587.47 ",$715.03 ,955,9,13,24,,$19.02 ,$9.51 ,($9.51),$0.00 ,183.64,61.36,,,,
5076,Dr. Darrell Potter,,I,5,K00,$0.00 ,$573.42 ,$157.89 ,0,0,0,0,,,,,,,,,,,
6000,Cardiothoracic Surgery Clinic of N MS,,C,5,K30,$0.00 ,"$9,118.70 ","$5,382.03 ",0,0,0,0,,"$3,411.97 ","$5,161.07 ","$3,221.23 ","$8,382.30 ",3316.85,50,,,,
6045,Athens Limestone Hospital,,C,5,K30,$0.00 ,"$2,427.85 ",$947.01 ,0,0,0,0,,$84.60 ,$548.09 ,$587.40 ,"$1,135.49 ",,84.6,,,,
8014,"William K. Harper, M.D.",,C,5,K33,$0.00 ,$678.66 ,$223.95 ,0,0,0,0,,,,,,,,,,,
11001,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,"$25,795.66 ","$10,119.88 ",0,0,0,0,,"$1,884.53 ","$4,373.52 ","$3,878.81 ","$8,252.33 ",1218.47,1205.09,,,,
11002,OrthoSports Associates,,A,5,K24,"$498,676.00 ","$62,066.38 ","$14,515.14 ",308,4,338,869,,$247.27 ,$279.27 ,$918.73 ,"$1,198.00 ",,,,,,
11004,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,$187.06 ,$43.16 ,0,0,0,0,,,,,,,,,,,
11005,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,$402.74 ,$92.94 ,0,0,0,0,,$46.15 ,$46.15 ,$153.85 ,$200.00 ,,,,,,
11007,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,$100.00 ,$23.08 ,0,0,0,0,,,,,,,,,,,
11008,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,"$1,001.00 ",$231.00 ,0,0,0,0,,,,,,,,,,,
11009,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,"$1,619.76 ",$426.11 ,0,0,0,0,,,,,,,,,,,
11010,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,$467.05 ,$103.25 ,0,0,0,0,,,,,,,,,,,
11013,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,"$2,068.48 ",$509.56 ,0,0,0,0,,,,,,,,,,,
11014,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,$600.00 ,$138.10 ,0,0,0,0,,,,,,,,,,,
11015,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,$723.26 ,$173.06 ,0,0,0,0,,,,,,,,,,,
11016,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,"$1,278.83 ",$307.79 ,0,0,0,0,,,,,,,,,,,
11018,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,"$1,367.37 ",$340.82 ,0,0,0,0,,,,,,,,,,,
11019,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,$512.01 ,$118.16 ,0,0,0,0,,,,,,,,,,,
11020,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,$45.00 ,$10.39 ,0,0,0,0,,,,,,,,,,,
11021,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,$290.33 ,$76.83 ,0,0,0,0,,,,,,,,,,,
11024,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,"$1,209.00 ",$362.70 ,0,0,0,0,,,,,,,,,,,
11025,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,$170.00 ,$51.00 ,0,0,0,0,,,,,,,,,,,
11028,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,$30.00 ,$9.00 ,0,0,0,0,,,,,,,,,,,
11029,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,$250.00 ,$75.00 ,0,0,0,0,,,,,,,,,,,
11030,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,$120.00 ,$36.00 ,0,0,0,0,,,,,,,,,,,
11031,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,$132.26 ,$39.68 ,0,0,0,0,,,,,,,,,,,
11033,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,$98.69 ,$29.61 ,0,0,0,0,,,,,,,,,,,
11035,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,$550.00 ,$165.00 ,0,0,0,0,,,,,,,,,,,
11052,"Orthopaedic Specialists of Alabama,P.C.",,A,5,S19,$0.00 ,"$2,551.77 ",$595.03 ,0,0,0,0,,,,,,,,,,,
11053,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,$856.38 ,$256.91 ,0,0,0,0,,,,,,,,,,,
11054,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,$900.00 ,$270.00 ,0,0,0,0,,,,,,,,,,,
11055,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,$603.00 ,$180.90 ,0,0,0,0,,,,,,,,,,,
11056,Orthopaedic Specialists of Alabama-2,,A,5,S19,$0.00 ,$465.59 ,$139.68 ,0,0,0,0,,,,,,,,,,,
11057,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,"$1,055.24 ",$245.41 ,0,0,0,0,,,,,,,,,,,
11059,"Orthopaedic Specialists of Alabama, P.C.",,A,5,S19,$0.00 ,$500.00 ,$68.95 ,0,0,0,0,,,,,,,,,,,
20001,David Cook,,A,200,K00,"$1,665.00 ",$0.00 ,$0.00 ,232,0,0,1,,,,,,,,0,0,1,0
20003,"M&W Precise Medical Mgmt., Inc.",,A,200,K00,"$5,746.54 ",$405.00 ,$0.00 ,235,0,13,15,,,,,,,,,,,
20006,N MS Periodontal Clinic,,A,200,K00,$0.00 ,$79.00 ,$0.00 ,0,0,0,0,,,,,,,,,,,
20015,Tennessee Valley Pediatric Sedation,,A,200,K00,"$11,527.33 ","$1,281.80 ",$4.00 ,274,0,25,28,,,,,,,,15,10,20,8
20022,"Mississippi Guttering Supply Co., Inc.",,A,200,K00,$400.00 ,$0.00 ,$0.00 ,265,0,0,1,,,,,,,,0,0,1,0
20023,Tennessee Valley Sleep Sedation Services,,A,200,K00,"$9,263.88 ","$2,330.62 ",$12.00 ,214,0,17,24,,,,,,,,44,2,20,3
20024,Internal Medicine & Pediatric Clinic,,A,200,K00,"$15,666.58 ","$3,261.41 ",$48.00 ,439,0,35,52,,$0.00 ,$0.00 ,$456.00 ,$456.00 ,,,34,50,3,0
20036,TRI inc Realtors,,A,200,K00,"$132,618.45 ","$2,501.31 ",$0.00 ,578,0,0,57,,$0.00 ,$0.00 ,$735.60 ,$735.60 ,,,0,0,48,9
20041,M & W Gas Co.,,A,200,K00,$0.00 ,$155.15 ,$0.00 ,0,0,0,0,,,,,,,,,,,
20048,Family Care Clinic of Ripley,,A,200,K00,"$9,563.91 ","$4,297.84 ",$0.00 ,333,0,15,46,,$0.00 ,$0.00 ,$463.46 ,$463.46 ,,,13,0,40,8
20049,St. Paul's Episcopal School,,A,200,K00,$0.00 ,$808.00 ,$0.00 ,0,0,0,0,,,,,,,,,,,
20054,Encore Rehab,,A,201,K00,"$54,264.20 ","$8,344.47 ",$8.00 ,296,0,35,114,,,,,,,,35,11,57,46
20055,Sunbelt Rehab,,A,201,K00,$688.00 ,$652.00 ,$0.00 ,519,0,0,1,,,,,,,,0,0,0,1
20057,"Encore Rehabilitation, Inc.",,A,200,K00,"$147,062.27 ","$28,876.51 ",$160.00 ,217,0,227,424,,,,,,,,220,0,431,0
20063,Senter Medical Clinic,,A,200,K00,$0.00 ,$275.00 ,$0.00 ,0,0,0,0,,,,,,,,,,,
20064,Anytime Fitness Amory MS,,A,200,K00,$0.00 ,$613.90 ,$0.00 ,0,0,0,0,,,,,,,,,,,
20070,"Nephrology Associates, P.C.",,A,200,K00,"$144,866.63 ","$10,127.12 ",$24.00 ,284,0,62,258,,,,,,,,230,15,75,0
20073,Trailboss Trailers,,A,200,K00,$0.00 ,$850.38 ,$0.00 ,0,0,0,0,,,,,,,,,,,
20074,Corinth Laser Center,,A,200,K00,"$16,096.48 ",$514.08 ,$0.00 ,287,0,1,16,,$0.00 ,$0.00 ,$347.45 ,$347.45 ,,,0,17,0,0
20078,Renick Plumbing,,A,200,K00,$0.00 ,$192.66 ,$0.00 ,0,0,0,0,,,,,,,,,,,
20083,Discount Air,,A,200,ES3,$682.72 ,$0.00 ,$0.00 ,182,0,0,1,,,,,,,,0,0,1,0
20088,"Pediatric Nephrology of Alabama, PC",,A,200,ES2,"$1,941.58 ",$411.06 ,$8.00 ,299,0,12,7,,,,,,,,10,9,0,0
20099,Southside Baptist Church,,A,200,K00,"$2,449.50 ",$406.00 ,$0.00 ,198,0,0,3,,,,,,,,3,0,0,0
20100,Swoope Insurance Agency,,A,200,K00,"$3,225.43 ",$0.00 ,$0.00 ,368,0,0,5,,,,,,,,0,0,4,1
20101,Pines at Barnes Crossing,,A,200,K00,"$30,234.37 ",$526.53 ,$0.00 ,233,0,0,11,,,,,,,,0,1,9,1
20102,M & W Precise Medical Management,,C,200,K00,$213.85 ,$78.73 ,$0.00 ,508,0,1,1,,,,,,,,1,0,0,1
20103,University Optometric Group,,A,200,K00,$901.40 ,$113.20 ,$0.00 ,212,0,10,3,,,,,,,,9,1,2,1
