CLT_ID,NAME,Group ID,STATUS,SALES,COLL,LIST_AMT,PAID_AMT,AMOUNT,AGE,SM ,MED,LG,CC,FEE_AMT,AMOUNT_EARNED_US,AMOUNT_EARNED_CLT,TOTAL_AMOUNT_EARNED,ATTORNEY_FEES,COURT_COSTS,ES1,ES2,ES3,ESF
971,,,,,,,,,,,,,,801.61,3145.2,3031.74,6176.94,,,,,,
971,,,,,,,,,,,,,,,,,,125.46,619.65,,,,
973,Comprehensive Pain Center of Jackson,,I,5,C30,0,360.87,168.67,0,0,,0,,,,,,,,,,,
973,,,,,,,,,,,,,,48.69,168.67,192.2,360.87,,,,,,
973,,,,,,,,,,,,,,,,,,48.69,,,,,
974,Medical Arts Surgical,,A,5,S04,588798.73,31983.18,13897.13,249,0,,398,,,,,,,,,,,
974,,,,,,,,,,,,,,3325.02,6964.98,5529.86,12494.84,,,,,,
974,,,,,,,,,,,,,,,,,,1554.2,1073.43,,,,
977,Starkville Orthopedics,,A,5,S05,0,8126.87,3421.25,0,0,,0,,,,,,,,,,,
977,,,,,,,,,,,,,,0,38.53,57.79,96.32,,,,,,
978,Mississippi Bone and Joint Clinic,,A,5,S05,60806.52,8629.62,3024.21,397,0,,59,,,,,,,,,,,
978,,,,,,,,,,,,,,117.31,303.14,278.74,581.88,,,,,,
978,,,,,,,,,,,,,,,,,,64.59,129,,,,
979,Starkville Orthopedics,,C,5,S05,0,3508.65,1431.11,0,0,,0,,,,,,,,,,,
979,,,,,,,,,,,,,,0,1089.2,1633.8,2723,,,,,,
980,Upper Cumberland Urology Associates,,I,11,S06,0,983.26,371.67,0,0,,0,,,,,,,,,,,
980,,,,,,,,,,,,,,0,154.77,232.13,386.9,,,,,,
981,Starkville Internal Medicine,,A,500,K33,39475.65,213.8,75.91,735,22,,91,,,,,,,,,,,
982,Marion Regional Medical Ctr - Physicians,,A,500,K25,174147.58,28929.79,8797.46,231,353,,421,,,,,,,,,,,
982,,,,,,,,,,,,,,1040.78,2310.57,2069.62,4380.19,,,,,,
982,,,,,,,,,,,,,,,,,,569.78,281,,,,
983,Cardiothoracic Surgery Clinic - 2,,C,5,K15,0,1230,184.5,0,0,,0,,,,,,,,,,,
984,Urology Professional Association,,A,5,D23,346609.23,83087.64,27252.02,187,356,,478,,,,,,,,,,,
984,,,,,,,,,,,,,,1940.33,5068.23,5433.73,10501.96,,,,,,
984,,,,,,,,,,,,,,,,,,377.48,1243.15,,,,
985,Mississippi Premier Plastic Surgery,,A,5,S07,26868.68,8245.27,3024.45,168,5,,35,,,,,,,,,,,
985,,,,,,,,,,,,,,201.03,697.11,784.11,1481.22,,,,,,
985,,,,,,,,,,,,,,,,,,135.03,50,,,,
987,Diabetes Care Group,,I,500,S08,0,60,41.91,0,0,,0,,,,,,,,,,,
987,,,,,,,,,,,,,,29.85,41.91,18.09,60,,,,,,
987,,,,,,,,,,,,,,,,,,8.25,15,,,,
989,Urology Professional Association - 2,,A,5,D23,4626.32,2172.6,604.35,156,177,,1,,,,,,,,,,,
989,,,,,,,,,,,,,,0,16.49,49.46,65.95,,,,,,
991,The Eye Group of Mississippi,,A,500,R30,8377.48,3457.92,1541.97,324,7,,24,,,,,,,,,,,
991,,,,,,,,,,,,,,386.11,699.12,469.5,1168.62,,,,,,
991,,,,,,,,,,,,,,,,,,271.11,115,,,,
992,The Eye Group of Mississippi,,A,5,R30,682.17,0,0,285,2,,4,,,,,,,,,,,
994,The Eye Group of Mississippi,,A,5,R30,1526.54,382.31,133.81,400,1,,5,,,,,,,,,,,
995,Cornerstone Primary Care,,A,11,S08,2427.49,490.19,183.58,347,28,,12,,,,,,,,,,,
998,"KNS Medical, Inc.",,A,500,K32,0,1814.96,618.86,0,0,,0,,,,,,,,,,,
1001,"KNS Medical, Inc.",,A,5,K32,0,199.55,74.74,0,0,,0,,,,,,,,,,,
1003,Cole Chiropractic Clinic - 2,,C,11,K40,0,1.97,0.79,0,0,,0,,,,,,,,,,,
1003,,,,,,,,,,,,,,0,0.79,1.18,1.97,,,,,,
1004,Dr. David A. West,,A,11,S10,13691.38,4284.17,1495.64,225,25,,44,,,,,,,,,,,
1006,Tupelo Eye Center,,A,5,K33,0,734.89,247.87,0,0,,0,,,,,,,,,,,
1006,,,,,,,,,,,,,,0,20.66,41.97,62.63,,,,,,
1007,North MS Pediatrics,,A,5,K30,58581.94,23641.69,8956.84,439,96,,190,,,,,,,,,,,
1007,,,,,,,,,,,,,,462.77,885.68,670.62,1556.3,,,,,,
1007,,,,,,,,,,,,,,,,,,284.77,178,,,,
1009,OBGYN Associates of Cookeville,,A,11,K33,1509.73,2960.02,752.45,277,10,,6,,,,,,,,,,,
1010,Memphis Judo & Jiu Jitsu,,A,5,K00,24241,6003.18,1290.96,370,1,,46,,,,,,,,,,,
1010,,,,,,,,,,,,,,315.77,467.17,640.07,1107.24,,,,,,
1010,,,,,,,,,,,,,,,,,,174.15,59,,,,
1014,Acute Care & Family Clinic of Mooreville,,A,5,K33,15192.73,2520.89,839.94,258,17,,62,,,,,,,,,,,
1014,,,,,,,,,,,,,,0,227.57,462.02,689.59,,,,,,
1015,The Jackson Clinic - 2,,I,11,K25,0,2622.5,664.36,0,0,,0,,,,,,,,,,,
1015,,,,,,,,,,,,,,0,162.3,486.97,649.27,,,,,,
1017,Accent Plastic & Reconstructive Surgery,,A,500,K30,27281.33,1294.6,393.98,196,8,,16,,,,,,,,,,,
1019,Center for Digestive Health - Tupelo,,A,5,S12,195917.38,62408.85,23860.72,218,150,,442,,,,,,,,,,,
1019,,,,,,,,,,,,,,1575.33,4978.52,5321.62,10300.14,,,,,,
1019,,,,,,,,,,,,,,,,,,1163.83,307,,,,
1020,Golden Triangle Urology Group,,C,5,S09,0,543.12,190.1,0,0,,0,,,,,,,,,,,
1021,"Pediatric Nephrology of Alabama, P.C.",,A,5,S13,1643,465.5,181.12,281,0,,5,,,,,,,,,,,
1026,Cotton Plant Clinic,,C,5,S16,0,110,38.5,0,0,,0,,,,,,,,,,,
1028,Oxford Orthopaedics & Sports Medicine,,A,5,S17,67152.31,12971.85,4992.35,148,18,,122,,,,,,,,,,,
1028,,,,,,,,,,,,,,6.28,278.53,579.33,857.86,,,,,,
1028,,,,,,,,,,,,,,,,,,6.28,,,,,
1035,Decatur Neurology,,A,5,K27,15814.93,1557.5,443.88,220,9,,42,,,,,,,,,,,
1035,,,,,,,,,,,,,,0,5.4,14.6,20,,,,,,
1036,Trinity Health Clinic,,A,500,S08,5652.97,1148.06,404.49,289,2,,18,,,,,,,,,,,
1040,OBGYN Associates of Cookeville,,A,5,K33,1832,1208.07,345.32,241,12,,6,,,,,,,,,,,
1040,,,,,,,,,,,,,,52.22,52.22,172.78,225,,,,,,
1042,Starkville Physical Therapy,,A,5,K30,14180.96,736.66,248.4,559,2,,18,,,,,,,,,,,
1042,,,,,,,,,,,,,,0,20,30,50,,,,,,
1044,M & R Associates,,I,500,K30,0,3626.44,2168.59,0,0,,0,,,,,,,,,,,
1046,Girl Scouts Heart of the South,,A,5,K30,5603.55,5524.1,2183.36,310,1,,13,,,,,,,,,,,
1046,,,,,,,,,,,,,,370.54,933.54,844.51,1778.05,,,,,,
1046,,,,,,,,,,,,,,,,,,244.54,126,,,,
1047,Women's Specialty Center,,A,5,S24,22086.35,6933.58,2578.26,622,2,,40,,,,,,,,,,,
1047,,,,,,,,,,,,,,50,126,114,240,,,,,,
1047,,,,,,,,,,,,,,,,,,,50,,,,
1048,Women's Specialty Center,,A,5,S24,11660.17,2143.38,770.3,268,0,,22,,,,,,,,,,,
1049,Women's Specialty Center,,A,5,S24,8073.21,3670.2,1459.33,188,3,,31,,,,,,,,,,,
1049,,,,,,,,,,,,,,297.99,473.19,262.8,735.99,,,,,,
1049,,,,,,,,,,,,,,,,,,145.99,152,,,,
1050,Women's Specialty Center,,A,5,S24,14438.11,9875.57,4450.98,217,0,,30,,,,,,,,,,,
1050,,,,,,,,,,,,,,1279.69,2694.85,2180.69,4875.54,,,,,,
1050,,,,,,,,,,,,,,,,,,950.69,329,,,,
1051,Woodstock Family Medicine,,A,5,K35,0,72.34,27.92,0,0,,0,,,,,,,,,,,
1053,"Decatur Gastroenterology Associates, PC",,A,5,S25,0,360,129.34,0,0,,0,,,,,,,,,,,
1055,Hartselle Urgent Care,,A,5,K27,0,405.45,104.01,0,0,,0,,,,,,,,,,,
1056,The Eye Group of Mississippi,,A,5,R30,1563.95,50.82,17.79,312,4,,9,,,,,,,,,,,
1063,Seale Harris Clinic,,A,5,S29,126196.36,39082.48,11924.27,230,63,,367,,,,,,,,,,,
1063,,,,,,,,,,,,,,0,208.61,518.86,727.47,,,,,,
1066,Golden Triangle Pathology,,A,5,K30,96916.86,16481.24,5645.03,233,313,,314,,,,,,,,,,,
1066,,,,,,,,,,,,,,82.5,356.61,555.9,912.51,,,,,,
1066,,,,,,,,,,,,,,,,,,16.5,,,,,
1068,Jackson Oncology Associates,,A,500,S33,2039.21,3416.78,1371.38,731,2,,4,,,,,,,,,,,
1068,,,,,,,,,,,,,,0,1000,1500,2500,,,,,,
1069,University Orthopaedic Clinic,,A,5,S34,472933.81,95421.05,25323.32,200,729,,749,,,,,,,,,,,
1069,,,,,,,,,,,,,,22.53,627.35,1019.79,1647.14,,,,,,
1069,,,,,,,,,,,,,,,,,,,14.53,,,,
1071,Gardendale Surgical Center,,A,5,S35,61866.09,12809.57,4013.77,286,31,,166,,,,,,,,,,,
1072,Alabama Digestive Health and Endoscopy,,A,5,S35,28477.84,11938.06,4118.68,347,20,,98,,,,,,,,,,,
1072,,,,,,,,,,,,,,247.33,553.05,458.59,1011.64,,,,,,
1072,,,,,,,,,,,,,,,,,,247.33,,,,,
1073,Moore Orthopaedic Surgery Center,,A,5,S35,46146.5,21221.03,7026.2,492,0,,35,,,,,,,,,,,
1074,"Memphis Fitness Kickboxing, LLC",,A,5,K00,13125,4248.72,1340.32,359,0,,28,,,,,,,,,,,
1074,,,,,,,,,,,,,,311,876.2,847.8,1724,,,,,,
1074,,,,,,,,,,,,,,,,,,,311,,,,
1075,The Clinic of Plastic Surgery,,A,5,S36,35305.38,4480.14,1791.81,609,0,,51,,,,,,,,,,,
1075,,,,,,,,,,,,,,66,119.6,80.4,200,,,,,,
1075,,,,,,,,,,,,,,,,,,49.5,,,,,
1077,Heritage Medical Associates,,A,5,P26,113728.02,40298.87,10477.9,201,35,,300,,,,,,,,,,,
1077,,,,,,,,,,,,,,353.47,726.14,735.48,1461.62,,,,,,
1077,,,,,,,,,,,,,,,,,,129.97,223.5,,,,
1078,Digestive Disease Center,,A,5,P26,16842.38,9149.48,2764.06,210,3,,48,,,,,,,,,,,
1078,,,,,,,,,,,,,,223.5,598.5,742.5,1341,,,,,,
1078,,,,,,,,,,,,,,,,,,,211.75,,,,
1080,Madden Medical Clinic,,A,5,S39,26082.9,3724.4,1246.22,420,0,,69,,,,,,,,,,,
1082,Plastic Surgery of Tuscaloosa,,A,5,S41,24695.77,3078.27,1105.9,360,5,,34,,,,,,,,,,,
1083,Family Practice at The Falls,,A,5,S41,2227.76,0,0,430,10,,13,,,,,,,,,,,
1084,Tupelo Physical Therapy,,I,5,S03,0,247.8,81.77,0,0,,0,,,,,,,,,,,
1085,Comprehensive Pain & Rehab,,A,500,S42,48193.31,0,0,895,7,,68,,,,,,,,,,,
1086,"Pain Consultants ASC, LLC",,A,5,S42,47693.31,0,0,893,0,,53,,,,,,,,,,,
1087,LifeLinc Anesthesia Springfield,,A,5,S40,178370.51,18302.85,6071.75,191,68,,261,,,,,,,,,,,
1087,,,,,,,,,,,,,,725.25,1137.45,618.31,1755.76,,,,,,
1087,,,,,,,,,,,,,,,,,,,525.25,,,,
1091,LifeLinc Anesthesia ESCF,,A,5,S40,52129.45,8602.18,2607.19,179,67,,173,,,,,,,,,,,
1092,LifeLinc Anesthesia LFU,,A,5,S40,20745.39,2740.09,807.43,182,25,,65,,,,,,,,,,,
1093,LifeLinc Anesthesia ECR,,A,5,S40,5440.39,1163.51,352.58,226,21,,17,,,,,,,,,,,
1094,LifeLinc Anesthesia KEC,,A,5,S40,7175.97,1380.95,408.2,189,19,,26,,,,,,,,,,,
1095,LifeLinc Anesthesia LLP,,A,5,S40,20554.76,7066.74,2233.69,236,46,,50,,,,,,,,,,,
1095,,,,,,,,,,,,,,0,71.4,166.6,238,,,,,,
1096,LifeLinc Anesthesia AEC,,A,5,S40,36291.07,9321.69,2820.75,191,67,,126,,,,,,,,,,,
1097,"West Little Rock Kickboxing and BJJ, LLC",,A,1,K00,17446,2019.2,366.55,363,0,,13,,,,,,,,,,,
1098,LifeLinc Anesthesia RLA,,A,5,S40,14483.67,2180.31,664.08,198,40,,49,,,,,,,,,,,
1099,LifeLinc Anesthesia DHI,,A,5,S40,2927.12,479,143.7,245,3,,10,,,,,,,,,,,
1100,Bettye Wicker Anesthesia,,A,5,S40,747.34,0,0,153,4,,2,,,,,,,,,,,
1101,Easy Pain,,A,5,S40,7507.27,1668.23,517.78,301,4,,12,,,,,,,,,,,
1104,LifeLinc Anesthesia LFM,,A,5,S40,61928.24,11261.95,3441.15,205,78,,169,,,,,,,,,,,
1105,HW Neurological Institute,,A,500,S43,6557.07,0,0,510,0,,2,,,,,,,,,,,
1107,"Tupelo Emergency Care Associates, LLC",,A,500,S44,5372880.76,268683.95,72547.78,116,3672,,10952,,,,,,,,,,,
1107,,,,,,,,,,,,,,508,4366.59,8084.21,12450.8,,,,,,
1107,,,,,,,,,,,,,,,,,,300,128,,,,
1109,Jackson Neurosurgery Clinic,,A,5,S45,0,7966.57,2647.71,0,0,,0,,,,,,,,,,,
1109,,,,,,,,,,,,,,0,2.19,4.46,6.65,,,,,,
1110,New Albany Urology,,A,5,S46,74739.62,8693.48,2374.08,280,541,,153,,,,,,,,,,,
1110,,,,,,,,,,,,,,0,26.94,80.81,107.75,,,,,,
1111,Pro Impact Physical Therapy,,A,5,S39,2394.6,5515.15,1923.75,397,0,,4,,,,,,,,,,,
1111,,,,,,,,,,,,,,69.37,97.79,42.64,140.43,,,,,,
1111,,,,,,,,,,,,,,,,,,15.29,54.08,,,,
1112,"Cornerstone Surgicare, LLC",,A,5,S35,43904.93,2336.05,732.31,294,10,,70,,,,,,,,,,,
1113,Community Urgent Care,,A,5,K27,5762.61,1463.89,356.77,303,9,,34,,,,,,,,,,,
1114,Heritage Diagnostic Center,,A,5,K27,20532.13,946.16,239.08,185,4,,48,,,,,,,,,,,
1115,Urology Group,,A,5,S09,134198.06,4642.44,1719.45,489,113,,208,,,,,,,,,,,
1115,,,,,,,,,,,,,,0,30.7,59.3,90,,,,,,
1118,Mississippi Pain Physicians,,A,5,S35,4305.36,1176.95,396.52,644,11,,16,,,,,,,,,,,
1119,Southern Pain Physicians,,A,5,S35,8572.21,4358.64,1470.52,738,5,,26,,,,,,,,,,,
1120,Total Pain Care ASC,,A,5,S35,12544.57,2501.09,889.68,718,0,,24,,,,,,,,,,,
1121,Surgery Clinic of Tupelo - Cauthen,,A,5,K30,17531.97,701.5,227.25,150,2,,28,,,,,,,,,,,
1121,,,,,,,,,,,,,,0,18,42,60,,,,,,
1122,"Family Ear, Nose & Throat",,A,500,K30,8102.12,6543.6,2091.49,214,1,,32,,,,,,,,,,,
1122,,,,,,,,,,,,,,0,35,55,90,,,,,,
1123,Southeastern Spine & Joint Specialists,,A,5,S30,158835.83,9864.84,3291.16,476,346,,306,,,,,,,,,,,
1124,"Heart South Cardiovascular Group, PC",,A,5,S49,237827.63,12696.68,3633.59,185,1149,,879,,,,,,,,,,,
1125,LifeLinc Anesthesia DEC,,A,5,S40,7207.14,1360.8,415.14,195,21,,23,,,,,,,,,,,
1126,"Autumn Road Family Practice, P.A.",,A,5,S50,5693.24,351.87,126.83,370,5,,22,,,,,,,,,,,
1128,Sayle Oil Company,,A,5,S52,28274.24,0,0,1659,2,,58,,,,,,,,,,,
1129,Carolina Digestive Health Associates,,A,5,S53,262471.36,2438.18,741.65,289,105,,289,,,,,,,,,,,
1131,The Jones Clinic - New Albany,,A,5,S54,35428.63,623.07,210.26,642,2,,31,,,,,,,,,,,
1134,The Jones Clinic - Germantown,,A,5,S54,2434.68,235.39,78.04,563,5,,9,,,,,,,,,,,
1136,Carolina Endoscopy Center-Huntersville,,A,5,S53,25564.41,1287.41,391.83,273,10,,65,,,,,,,,,,,
1137,Carolina Endoscopy Center-Monroe,,A,5,S53,50171.81,178.5,56.35,280,20,,143,,,,,,,,,,,
1138,Carolina Endoscopy Center-Pineville,,A,5,S53,24798.55,1868.86,560.66,291,17,,81,,,,,,,,,,,
1139,Carolina Endoscopy Center-University,,A,5,S53,27976.03,1320.12,401.9,281,15,,102,,,,,,,,,,,
1141,The Eye Group of Mississippi,,A,5,R30,679.94,110.4,41.24,334,1,,5,,,,,,,,,,,
1203,"Mac's Tire Center, Inc.",,A,500,K33,2910.21,222.29,73.36,452,1,,8,,,,,,,,,,,
1500,"North Mississippi Medical Center, Inc.",,A,500,H24,2522290.43,90284.47,34790.7,439,168,,1517,,,,,,,,,,,
1500,,,,,,,,,,,,,,3221.76,10484.84,11921.29,22406.13,,,,,,
1500,,,,,,,,,,,,,,,,,,1534.1,420.57,,,,
1536,Mayo Eye Center,,A,1,K30,2475.25,371.07,114.12,160,3,,12,,,,,,,,,,,
1634,"William Everitt,  DDS",,A,5,K35,0,1228.46,607.85,0,0,,0,,,,,,,,,,,
1634,,,,,,,,,,,,,,0,63,77,140,,,,,,
1640,Dr. William Barr  Orthopaedic Surgeon,,C,1,K30,0,80.05,24.01,0,0,,0,,,,,,,,,,,
2025,Radiology Associates of Natchez,,C,5,K33,0,7.21,2.02,0,0,,0,,,,,,,,,,,
3001,Inergy LP - Addison AL - 0418,,A,5,ILP,0,176.29,56.33,0,0,,0,,,,,,,,,,,
3006,Inergy LP - Baileyton AL - 0417,,A,5,ILP,0,677.84,175.46,0,0,,0,,,,,,,,,,,
3006,,,,,,,,,,,,,,0,31.61,94.84,126.45,,,,,,
3009,Inergy LP - Blountsville AL - 0105,,A,5,ILP,0,245.04,67.26,0,0,,0,,,,,,,,,,,
3009,,,,,,,,,,,,,,0,8.23,24.68,32.91,,,,,,
3017,Inergy LP - Cleveland TN - 0201,,A,11,ILP,0,1200,480,0,0,,0,,,,,,,,,,,
3017,,,,,,,,,,,,,,0,480,720,1200,,,,,,
3019,Inergy LP - Columbus MS - 0431,,A,5,ILP,0,48.15,8.67,0,0,,0,,,,,,,,,,,
3030,Inergy LP - Fayetteville TN - 0112,,A,11,ILP,0,45.5,11.47,0,0,,0,,,,,,,,,,,
3038,Inergy LP - Haleyville AL - 0553,,A,5,ILP,0,231.51,57.88,0,0,,0,,,,,,,,,,,
3040,Inergy LP - Hamilton GA - 0602,,A,5,ILP,0,5.92,1.07,0,0,,0,,,,,,,,,,,
3040,,,,,,,,,,,,,,0,1.07,4.85,5.92,,,,,,
3051,Inergy LP - Marietta MS - 0558,,A,5,ILP,0,10,2.5,0,0,,0,,,,,,,,,,,
3054,Inergy LP - Meridian MS - 0513,,A,5,ILP,0,51,12.75,0,0,,0,,,,,,,,,,,
3055,Inergy LP - Montgomery AL - 0549,,A,5,ILP,0,660.68,177.16,0,0,,0,,,,,,,,,,,
3055,,,,,,,,,,,,,,0,3.65,10.98,14.63,,,,,,
3060,Inergy LP - Pell City AL - 0534,,A,5,ILP,0,261.95,65.49,0,0,,0,,,,,,,,,,,
3068,Inergy LP - Savannah TN - 0574,,A,11,ILP,0,190.59,47.65,0,0,,0,,,,,,,,,,,
3069,Inergy LP - Selma AL - 0127,,A,5,ILP,0,344.58,65.85,0,0,,0,,,,,,,,,,,
3069,,,,,,,,,,,,,,0,13.65,40.93,54.58,,,,,,
3071,Inergy LP - Senatobia MS - 0007,,A,5,ILP,0,238.23,62.56,0,0,,0,,,,,,,,,,,
3073,Inergy LP - Snead AL - 0534,,A,5,ILP,0,162.16,46.54,0,0,,0,,,,,,,,,,,
3076,Inergy LP - Sumiton AL - 0103,,A,5,ILP,0,6500,2156.61,0,0,,0,,,,,,,,,,,
3076,,,,,,,,,,,,,,11.01,1406.61,2093.39,3500,,,,,,
3076,,,,,,,,,,,,,,,,,,,11.01,,,,
3080,Inergy LP - Tupelo MS - 0429,,A,5,ILP,0,339.23,135.69,0,0,,0,,,,,,,,,,,
3080,,,,,,,,,,,,,,0,135.69,203.54,339.23,,,,,,
3082,Inergy LP - Union Springs AL - 0583,,A,5,ILP,0,20.32,5.07,0,0,,0,,,,,,,,,,,
3082,,,,,,,,,,,,,,0,5.07,15.25,20.32,,,,,,
3086,Inergy LP - Wedowee AL - 0587,,A,5,ILP,0,248.33,62.09,0,0,,0,,,,,,,,,,,
3086,,,,,,,,,,,,,,0,62.09,186.24,248.33,,,,,,
3088,Inergy LP - Yazoo City MS - 0447,,A,5,ILP,0,67.12,16.78,0,0,,0,,,,,,,,,,,
3088,,,,,,,,,,,,,,0,16.78,50.34,67.12,,,,,,
3105,Independent Propane #114 - Cabot AR,,A,5,ILP,0,8343.26,1671.11,0,0,,0,,,,,,,,,,,
3212,"Lampton-Love, Inc.",,A,5,LLR,302.81,0,0,444,0,,1,,,,,,,,,,,
3213,"Lampton-Love, Inc.",,A,5,LLR,254.25,0,0,571,0,,1,,,,,,,,,,,
3217,"Lampton-Love, Inc.",,A,5,LLR,682.86,0,0,471,0,,2,,,,,,,,,,,
3219,Lampton-Love Inc.,,A,5,LLR,300.2,0,0,757,0,,1,,,,,,,,,,,
3221,"Lampton-Love, Inc.",,A,5,LLR,4726.52,0,0,843,1,,6,,,,,,,,,,,
3223,"Lampton-Love, Inc.",,A,5,LLR,1450.21,0,0,688,0,,6,,,,,,,,,,,
3225,"Lampton-Love, Inc.",,A,5,LLR,1072.02,137,43.25,705,0,,4,,,,,,,,,,,
3301,Blossman Propane - Alexandria AL,,A,5,BPG,4219.31,300,0,329,0,,12,,,,,,,,,,,
3302,Blossman Propane - Crystal Springs MS,,A,5,BPG,28552.98,4698.05,169.87,239,4,,60,,,,,,,,,,,
3304,Blossman Propane - Foley  AL,,A,5,BPG,1368.62,1124.28,82.36,205,0,,4,,,,,,,,,,,
3305,Blossman Propane - Gulfport MS,,A,5,BPG,9738.42,2625.68,328.8,299,2,,24,,,,,,,,,,,
3306,Blossman Propane - Hattiesburg MS,,A,5,BPG,22972.91,20395.06,1472.96,266,0,,19,,,,,,,,,,,
3308,Blossman Propane - Laurel MS,,A,5,BPG,21494.9,4458.26,721.19,283,8,,68,,,,,,,,,,,
3309,Blossman Propane - Lucedale MS,,A,5,BPG,21502.15,8711.76,333.79,242,1,,73,,,,,,,,,,,
3310,Blossman Propane - Meridian MS,,A,5,BPG,3647.93,347.35,0,244,1,,12,,,,,,,,,,,
3311,Blossman Propane - Mobile AL,,A,5,BPG,762.01,0,0,218,0,,2,,,,,,,,,,,
3312,Blossman Propane - Newton MS,,A,5,BPG,2443.83,0,0,299,2,,7,,,,,,,,,,,
3313,Blossman Propane - Ocean Springs MS,,A,5,BPG,14927.62,4472.5,151.99,248,1,,45,,,,,,,,,,,
3314,Blossman Propane - Opelika AL,,A,5,BPG,15496.32,6792.31,349.15,273,1,,45,,,,,,,,,,,
3315,Blossman Propane - Pascagoula MS,,A,5,BPG,16536.04,3514.77,83.29,375,1,,38,,,,,,,,,,,
3316,Blossman Propane - Pensacola FL,,A,5,BPG,2837.76,0,0,513,0,,9,,,,,,,,,,,
3317,Blossman Propane - Prattville AL,,A,5,BPG,8109.2,950.95,16.37,192,0,,19,,,,,,,,,,,
3318,Blossman Propane - Quitman MS,,A,5,BPG,8125.96,1361.91,162.66,220,0,,26,,,,,,,,,,,
3319,Blossman Propane - Richton MS,,A,5,BPG,5309.92,1924.96,19.03,293,2,,16,,,,,,,,,,,
3320,Blossman Propane - Taylorsville MS,,A,5,BPG,12837.64,2850.73,81.72,221,5,,26,,,,,,,,,,,
3321,Blossman Propane - Vicksburg MS,,A,5,BPG,12423.02,2557.67,121.3,202,1,,33,,,,,,,,,,,
3322,Blossman Propane - Waynesboro MS,,A,5,BPG,1922.43,597.44,147.92,267,1,,6,,,,,,,,,,,
3323,Blossman Propane - Wedowee AL,,A,5,BPG,4610.84,565.96,0,223,2,,9,,,,,,,,,,,
3324,Blossman Propane - Wiggins MS,,A,5,BPG,19292.69,5232.04,249.27,209,3,,65,,,,,,,,,,,
3325,Blossman Propane - Anderson SC,,A,5,BPG,15284.76,509.14,0,176,0,,22,,,,,,,,,,,
3326,Blossman Propane - Asheville NC,,A,5,BPG,26973.5,6288.59,213.87,240,4,,55,,,,,,,,,,,
3327,Blossman Propane - Boone,,A,5,BPG,3337.61,2056.39,0,185,0,,5,,,,,,,,,,,
3328,Blossman Propane - Burnsville NC,,A,5,BPG,60933.66,13596.72,1033.19,222,3,,73,,,,,,,,,,,
3329,Blossman Propane - Elizabethton TN,,A,5,BPG,2425.41,179.86,0,471,0,,6,,,,,,,,,,,
3330,Blossman Propane - Gastonia,,A,5,BPG,8021.48,4501.65,295.02,362,0,,21,,,,,,,,,,,
3331,Blossman Propane - Greensboro NC,,A,5,BPG,43214.61,12850.35,160.13,194,3,,69,,,,,,,,,,,
3332,Blossman Propane - Greenville,,A,5,BPG,35381.88,4414.35,96.72,179,0,,38,,,,,,,,,,,
3333,Blossman Propane - Hendersonville,,A,5,BPG,29993.48,10824.18,42.63,246,0,,40,,,,,,,,,,,
3334,Blossman Propane - Hickory,,A,5,BPG,2051.86,0,0,214,0,,2,,,,,,,,,,,
3335,Blossman Propane - Lexington,,A,5,BPG,12990.74,150,0,263,0,,14,,,,,,,,,,,
3336,Blossman Propane - Sanford NC,,A,5,BPG,62444.81,4095.75,73.71,233,4,,107,,,,,,,,,,,
3337,Blossman Propane - Statesville NC,,A,5,BPG,23691.88,4897.68,19.87,196,3,,30,,,,,,,,,,,
3338,Blossman Propane - Bowdon GA,,A,5,BPG,39704.77,17049.25,312.69,337,0,,80,,,,,,,,,,,
3339,Blossman Propane - Buchanan GA,,A,5,BPG,9806.96,2069.36,78.32,433,4,,32,,,,,,,,,,,
3340,Blossman Propane - Cartersville GA,,A,5,BPG,48308.47,8762.87,710.81,236,2,,85,,,,,,,,,,,
3341,Blossman Propane - Clayton GA,,A,5,BPG,6877.14,691.17,12.5,223,0,,12,,,,,,,,,,,
3342,Blossman Propane - Cleveland GA,,A,5,BPG,1825.13,0,0,321,1,,4,,,,,,,,,,,
3343,Blossman Propane - Cleveland TN,,A,5,BPG,20349.63,3704.78,465.24,237,0,,42,,,,,,,,,,,
3344,Blossman Propane - Douglasville GA,,A,5,BPG,22436.07,4917.12,0,302,1,,44,,,,,,,,,,,
3345,Blossman Propane - Gainesville,,A,5,BPG,21300.6,3156.28,150.18,251,1,,21,,,,,,,,,,,
3347,Blossman Propane  - Lafayette GA,,A,5,BPG,13376.21,2531.55,213.17,250,2,,32,,,,,,,,,,,
3348,Blossman Propane - Lagrange GA,,A,5,BPG,7141.12,2119.07,38.09,251,2,,20,,,,,,,,,,,
3349,Blossman Propane - Newnan,,A,5,BPG,15034.57,4567.5,303.41,331,0,,45,,,,,,,,,,,
3350,Blossman Propane - Rockmart,,A,5,BPG,32431.93,1960.76,0,238,1,,42,,,,,,,,,,,
3351,Blossman Propane - Sylva NC,,A,5,BPG,6827.87,1781.21,0,159,0,,17,,,,,,,,,,,
3352,Blossman Propane - Walhalla SC,,A,5,BPG,2804.2,277.91,0,219,1,,8,,,,,,,,,,,
3353,Blossman Propane - Waynesville NC,,A,5,BPG,6183.42,0,0,437,0,,12,,,,,,,,,,,
3355,Blossman Propane - Bedford VA,,A,5,BPG,12396.89,1271.39,13.61,188,0,,16,,,,,,,,,,,
